"identif";"fecha";"intensidad";"ocupacion";"carga";"tipo";"vmed";"error";"periodo_integracion"
"71018";"2013-11-01 02:30:00";84;0;3;"F";0;"N";5
"71019";"2013-11-01 02:30:00";16;0;1;"F";0;"N";5
"71020";"2013-11-01 02:30:00";40;1;2;"F";0;"N";5
"71021";"2013-11-01 02:30:00";80;2;9;"F";0;"N";5
"71022";"2013-11-01 02:30:00";28;1;3;"F";0;"N";5
"71024";"2013-11-01 02:30:00";20;0;1;"F";0;"N";5
"71025";"2013-11-01 02:30:00";12;0;1;"F";0;"N";5
"71026";"2013-11-01 02:30:00";12;0;0;"F";0;"N";5
"71027";"2013-11-01 02:30:00";12;1;4;"F";0;"N";5
"71028";"2013-11-01 02:30:00";20;0;4;"F";0;"N";5
"71029";"2013-11-01 02:30:00";28;1;3;"F";0;"N";5
"71030";"2013-11-01 02:30:00";28;1;3;"F";0;"N";5
"71031";"2013-11-01 02:30:00";32;1;5;"F";0;"N";5
"71032";"2013-11-01 02:30:00";12;1;2;"F";0;"N";5
"71033";"2013-11-01 02:30:00";20;0;3;"F";0;"N";5
"71034";"2013-11-01 02:30:00";72;0;3;"F";0;"N";5
"71035";"2013-11-01 02:30:00";32;1;7;"F";0;"N";5
"71036";"2013-11-01 02:30:00";48;1;5;"F";0;"N";5
"71037";"2013-11-01 02:30:00";204;1;7;"F";0;"N";5
"71401";"2013-11-01 02:30:00";4;2;3;"F";0;"N";5
"71402";"2013-11-01 02:30:00";0;0;0;"F";0;"N";5
"71403";"2013-11-01 02:30:00";0;0;0;"F";0;"N";5
"71404";"2013-11-01 02:30:00";36;15;9;"F";0;"N";5
"75403";"2013-11-01 02:30:00";12;1;1;"F";0;"N";5
"75404";"2013-11-01 02:30:00";12;1;1;"F";0;"N";5
"75405";"2013-11-01 02:30:00";0;0;0;"F";0;"N";5
"75406";"2013-11-01 02:30:00";4;4;2;"F";0;"N";5
"75407";"2013-11-01 02:30:00";24;7;3;"F";0;"N";5
"75408";"2013-11-01 02:30:00";4;0;1;"F";0;"N";5
"75409";"2013-11-01 02:30:00";4;0;0;"F";0;"N";5
"75410";"2013-11-01 02:30:00";4;0;1;"F";0;"N";5
"75520";"2013-11-01 02:30:00";20;0;1;"F";0;"N";5
"76001";"2013-11-01 02:30:00";28;0;3;"F";0;"N";5
"78002";"2013-11-01 02:30:00";72;0;2;"F";0;"N";5
"78003";"2013-11-01 02:30:00";64;0;1;"F";0;"N";5
"78004";"2013-11-01 02:30:00";48;0;1;"F";0;"N";5
"78005";"2013-11-01 02:30:00";44;0;2;"F";0;"N";5
"78006";"2013-11-01 02:30:00";44;1;3;"F";0;"N";5
"78007";"2013-11-01 02:30:00";20;0;1;"F";0;"N";5
"78008";"2013-11-01 02:30:00";12;0;1;"F";0;"N";5
"78009";"2013-11-01 02:30:00";8;0;1;"F";0;"N";5
"78010";"2013-11-01 02:30:00";16;0;0;"F";0;"N";5
"78011";"2013-11-01 02:30:00";24;0;2;"F";0;"N";5
"78012";"2013-11-01 02:30:00";12;0;0;"F";0;"N";5
"78013";"2013-11-01 02:30:00";40;0;2;"F";0;"N";5
"78014";"2013-11-01 02:30:00";68;0;3;"F";0;"N";5
"78401";"2013-11-01 02:30:00";0;0;0;"F";0;"N";5
"78402";"2013-11-01 02:30:00";0;0;0;"F";0;"N";5
"78512";"2013-11-01 02:30:00";28;0;0;"F";0;"N";5
"79001";"2013-11-01 02:30:00";32;0;2;"F";0;"N";5
"79002";"2013-11-01 02:30:00";12;0;0;"F";0;"N";5
"79003";"2013-11-01 02:30:00";44;0;2;"F";0;"N";5
"79004";"2013-11-01 02:30:00";12;0;0;"F";0;"N";5
"79005";"2013-11-01 02:30:00";12;0;2;"F";0;"N";5
"79006";"2013-11-01 02:30:00";56;2;3;"F";0;"N";5
"79007";"2013-11-01 02:30:00";112;1;4;"F";0;"N";5
"79008";"2013-11-01 02:30:00";36;0;0;"F";0;"N";5
"79009";"2013-11-01 02:30:00";16;0;0;"F";0;"N";5
"79010";"2013-11-01 02:30:00";20;0;2;"F";0;"N";5
"79011";"2013-11-01 02:30:00";16;0;3;"F";0;"N";5
"79012";"2013-11-01 02:30:00";56;0;1;"F";0;"N";5
"79014";"2013-11-01 02:30:00";56;0;1;"F";0;"N";5
"79015";"2013-11-01 02:30:00";88;0;2;"F";0;"N";5
"79016";"2013-11-01 02:30:00";192;1;6;"F";0;"N";5
"79017";"2013-11-01 02:30:00";24;0;2;"F";0;"N";5
"79018";"2013-11-01 02:30:00";68;1;6;"F";0;"N";5
"79019";"2013-11-01 02:30:00";52;0;1;"F";0;"N";5
"79020";"2013-11-01 02:30:00";124;0;4;"F";0;"N";5
"79021";"2013-11-01 02:30:00";104;0;3;"F";0;"N";5
"79022";"2013-11-01 02:30:00";16;0;1;"F";0;"N";5
"79023";"2013-11-01 02:30:00";36;0;4;"F";0;"N";5
"79024";"2013-11-01 02:30:00";24;0;1;"F";0;"N";5
"79025";"2013-11-01 02:30:00";60;0;3;"F";0;"N";5
"79026";"2013-11-01 02:30:00";236;1;7;"F";0;"N";5
"79027";"2013-11-01 02:30:00";80;0;4;"F";0;"N";5
"79028";"2013-11-01 02:30:00";60;1;5;"F";0;"N";5
"79029";"2013-11-01 02:30:00";24;0;3;"F";0;"N";5
"79030";"2013-11-01 02:30:00";36;0;3;"F";0;"N";5
"79031";"2013-11-01 02:30:00";0;0;0;"F";0;"N";5
"79032";"2013-11-01 02:30:00";32;0;2;"F";0;"N";5
"79401";"2013-11-01 02:30:00";0;0;0;"F";0;"N";5
"79507";"2013-11-01 02:30:00";56;1;4;"F";0;"N";5
"79519";"2013-11-01 02:30:00";44;0;1;"F";0;"N";5
"79520";"2013-11-01 02:30:00";95;0;4;"F";0;"N";5
"79523";"2013-11-01 02:30:00";4;0;0;"F";0;"N";5
"79524";"2013-11-01 02:30:00";20;0;3;"F";0;"N";5
"79525";"2013-11-01 02:30:00";12;0;2;"F";0;"N";5
"79526";"2013-11-01 02:30:00";96;1;6;"F";0;"N";5
"25005";"2013-11-01 02:30:00";36;20;22;"G";0;"N";5
"25006";"2013-11-01 02:30:00";84;1;7;"G";0;"N";5
"25007";"2013-11-01 02:30:00";36;2;4;"G";0;"N";5
"25008";"2013-11-01 02:30:00";36;1;2;"G";0;"N";5
"25009";"2013-11-01 02:30:00";180;2;8;"G";0;"N";5
"25021";"2013-11-01 02:30:00";132;1;5;"G";0;"N";5
"25031";"2013-11-01 02:30:00";60;5;9;"G";0;"N";1
"25036";"2013-11-01 02:30:00";0;0;0;"G";0;"N";1
"26004";"2013-11-01 02:30:00";0;0;0;"G";0;"N";1
"26006";"2013-11-01 02:30:00";60;1;3;"G";0;"E";4
"26007";"2013-11-01 02:30:00";0;0;0;"G";0;"N";5
"26008";"2013-11-01 02:30:00";12;0;1;"G";0;"N";5
"26009";"2013-11-01 02:30:00";60;1;5;"G";0;"N";5
"26010";"2013-11-01 02:30:00";72;1;4;"G";0;"N";5
"26011";"2013-11-01 02:30:00";144;1;9;"G";0;"N";5
"26012";"2013-11-01 02:30:00";300;1;6;"G";0;"N";5
"26013";"2013-11-01 02:30:00";192;1;3;"G";0;"N";5
"26014";"2013-11-01 02:30:00";96;1;4;"G";0;"N";5
"26015";"2013-11-01 02:30:00";72;1;3;"G";0;"E";5
"26016";"2013-11-01 02:30:00";48;1;1;"G";0;"E";5
"26017";"2013-11-01 02:30:00";180;1;5;"G";0;"N";5
"26018";"2013-11-01 02:30:00";0;0;0;"G";0;"E";5
"26020";"2013-11-01 02:30:00";84;1;3;"G";0;"E";5
"26021";"2013-11-01 02:30:00";126;1;4;"G";0;"E";5
"26022";"2013-11-01 02:30:00";516;3;12;"G";0;"N";5
"26023";"2013-11-01 02:30:00";24;1;2;"G";0;"E";5
"26024";"2013-11-01 02:30:00";66;1;2;"G";0;"E";5
"26025";"2013-11-01 02:30:00";96;2;8;"G";0;"N";5
"26026";"2013-11-01 02:30:00";36;1;2;"G";0;"E";5
"26027";"2013-11-01 02:30:00";36;1;2;"G";0;"N";5
"26028";"2013-11-01 02:30:00";12;0;1;"G";0;"N";5
"26029";"2013-11-01 02:30:00";0;0;0;"G";0;"E";5
"26030";"2013-11-01 02:30:00";24;1;2;"G";0;"N";5
"26500";"2013-11-01 02:30:00";65;1;4;"G";0;"N";5
"28043";"2013-11-01 02:30:00";0;0;0;"G";0;"N";1
"36008";"2013-11-01 02:30:00";0;0;0;"G";0;"N";5
"36009";"2013-11-01 02:30:00";72;1;6;"G";0;"N";5
"36010";"2013-11-01 02:30:00";12;0;1;"G";0;"N";5
"36011";"2013-11-01 02:30:00";12;0;1;"G";0;"N";5
"36012";"2013-11-01 02:30:00";72;1;4;"G";0;"N";5
"36013";"2013-11-01 02:30:00";0;0;0;"G";0;"N";5
"39006";"2013-11-01 02:30:00";60;1;2;"G";0;"N";5
"39007";"2013-11-01 02:30:00";12;9;10;"G";0;"N";5
"39008";"2013-11-01 02:30:00";48;1;4;"G";0;"N";5
"39009";"2013-11-01 02:30:00";120;2;6;"G";0;"N";5
"39010";"2013-11-01 02:30:00";24;6;8;"G";0;"N";5
"39011";"2013-11-01 02:30:00";120;1;5;"G";0;"E";5
"39012";"2013-11-01 02:30:00";60;1;5;"G";0;"N";5
"39013";"2013-11-01 02:30:00";48;1;3;"G";0;"N";5
"39014";"2013-11-01 02:30:00";48;1;2;"G";0;"N";5
"39016";"2013-11-01 02:30:00";12;1;2;"G";0;"N";5
"39017";"2013-11-01 02:30:00";36;0;3;"G";0;"N";5
"39019";"2013-11-01 02:30:00";120;4;6;"G";0;"N";5
"39020";"2013-11-01 02:30:00";84;1;2;"G";0;"N";5
"39022";"2013-11-01 02:30:00";42;1;2;"G";0;"E";5
"39023";"2013-11-01 02:30:00";24;1;2;"G";0;"N";5
"39024";"2013-11-01 02:30:00";72;1;3;"G";0;"N";5
"39031";"2013-11-01 02:30:00";90;1;3;"G";0;"E";5
"39032";"2013-11-01 02:30:00";48;1;3;"G";0;"N";5
"39033";"2013-11-01 02:30:00";24;1;2;"G";0;"E";5
"39034";"2013-11-01 02:30:00";72;1;3;"G";0;"N";5
"39036";"2013-11-01 02:30:00";36;1;1;"G";0;"N";5
"39038";"2013-11-01 02:30:00";48;0;2;"G";0;"N";5
"39039";"2013-11-01 02:30:00";60;1;2;"G";0;"N";5
"39041";"2013-11-01 02:30:00";24;0;2;"G";0;"N";5
"39043";"2013-11-01 02:30:00";0;0;0;"G";0;"N";5
"39046";"2013-11-01 02:30:00";12;1;2;"G";0;"N";5
"39049";"2013-11-01 02:30:00";45;1;4;"G";0;"N";4
"39050";"2013-11-01 02:30:00";0;0;0;"G";0;"N";5
"39051";"2013-11-01 02:30:00";24;1;2;"G";0;"N";5
"39052";"2013-11-01 02:30:00";36;1;2;"G";0;"E";5
"39057";"2013-11-01 02:30:00";24;1;2;"G";0;"N";5
"39058";"2013-11-01 02:30:00";0;0;0;"G";0;"N";5
"39059";"2013-11-01 02:30:00";12;0;1;"G";0;"N";5
"39060";"2013-11-01 02:30:00";36;0;2;"G";0;"N";5
"48002";"2013-11-01 02:30:00";240;3;10;"G";0;"N";5
"48011";"2013-11-01 02:30:00";180;2;8;"G";0;"N";5
"48012";"2013-11-01 02:30:00";60;1;6;"G";0;"N";5
"48013";"2013-11-01 02:30:00";48;2;5;"G";0;"N";5
"48014";"2013-11-01 02:30:00";48;1;4;"G";0;"N";5
"48016";"2013-11-01 02:30:00";84;1;4;"G";0;"N";5
"48017";"2013-11-01 02:30:00";72;1;4;"G";0;"N";5
"48018";"2013-11-01 02:30:00";48;1;2;"G";0;"N";5
"48019";"2013-11-01 02:30:00";72;2;7;"G";0;"N";5
"48020";"2013-11-01 02:30:00";48;1;5;"G";0;"N";5
"48021";"2013-11-01 02:30:00";132;2;10;"G";0;"N";5
"48022";"2013-11-01 02:30:00";0;0;0;"G";0;"N";5
"48023";"2013-11-01 02:30:00";0;0;0;"G";0;"E";5
"48024";"2013-11-01 02:30:00";216;4;18;"G";0;"N";5
"48025";"2013-11-01 02:30:00";240;3;11;"G";0;"N";5
"48027";"2013-11-01 02:30:00";132;1;6;"G";0;"N";5
"48033";"2013-11-01 02:30:00";12;1;2;"G";0;"N";5
"48092";"2013-11-01 02:30:00";84;35;39;"G";0;"N";5
"51016";"2013-11-01 02:30:00";144;2;7;"G";0;"N";5
"51017";"2013-11-01 02:30:00";84;3;8;"G";0;"N";5
"51018";"2013-11-01 02:30:00";84;1;5;"G";0;"E";5
"51019";"2013-11-01 02:30:00";30;23;24;"G";0;"N";4
"51020";"2013-11-01 02:30:00";24;1;2;"G";0;"N";5
"51023";"2013-11-01 02:30:00";108;2;9;"G";0;"N";5
"51024";"2013-11-01 02:30:00";36;0;3;"G";0;"N";5
"51025";"2013-11-01 02:30:00";12;2;2;"G";0;"N";5
"51026";"2013-11-01 02:30:00";72;5;10;"G";0;"N";5
"51029";"2013-11-01 02:30:00";0;0;0;"G";0;"N";3
"51030";"2013-11-01 02:30:00";24;0;2;"G";0;"N";5
"51031";"2013-11-01 02:30:00";12;2;2;"G";0;"N";5
"51501";"2013-11-01 02:30:00";48;1;2;"G";0;"E";5
"58001";"2013-11-01 02:30:00";24;1;2;"G";0;"N";5
"58002";"2013-11-01 02:30:00";12;2;2;"G";0;"N";5
"58003";"2013-11-01 02:30:00";24;1;2;"G";0;"N";5
"58010";"2013-11-01 02:30:00";0;0;0;"G";0;"N";2
"58011";"2013-11-01 02:30:00";30;1;3;"G";0;"N";2
"58012";"2013-11-01 02:30:00";60;1;5;"G";0;"N";2
"58013";"2013-11-01 02:30:00";60;1;5;"G";0;"N";2
"87019";"2013-11-01 02:30:00";72;1;3;"G";0;"N";5
"87020";"2013-11-01 02:30:00";48;2;6;"G";0;"N";5
"87021";"2013-11-01 02:30:00";24;0;1;"G";0;"E";5
"87022";"2013-11-01 02:30:00";24;3;4;"G";0;"E";5
"87023";"2013-11-01 02:30:00";72;2;7;"G";0;"N";5
"94001";"2013-11-01 02:30:00";60;1;2;"G";0;"E";5
"94002";"2013-11-01 02:30:00";0;0;0;"G";0;"E";5
"94003";"2013-11-01 02:30:00";24;1;3;"G";0;"N";5
"94004";"2013-11-01 02:30:00";12;11;11;"G";0;"N";5
"94005";"2013-11-01 02:30:00";108;2;4;"G";0;"N";5
"94006";"2013-11-01 02:30:00";60;1;2;"G";0;"E";5
"94007";"2013-11-01 02:30:00";12;0;1;"G";0;"N";5
"94008";"2013-11-01 02:30:00";120;1;3;"G";0;"N";5
"94009";"2013-11-01 02:30:00";84;2;8;"G";0;"N";5
"94011";"2013-11-01 02:30:00";0;0;0;"G";0;"N";4
