"identif";"fecha";"intensidad";"ocupacion";"carga";"tipo";"vmed";"error";"periodo_integracion"
"46021";"2013-09-01 04:30:00";44;10;8;"F";0;"N";5
"46022";"2013-09-01 04:30:00";36;1;5;"F";0;"N";5
"46023";"2013-09-01 04:30:00";16;0;1;"F";0;"N";5
"46024";"2013-09-01 04:30:00";56;0;4;"F";0;"N";5
"46025";"2013-09-01 04:30:00";48;0;1;"F";0;"N";5
"46027";"2013-09-01 04:30:00";36;0;1;"F";0;"N";5
"46028";"2013-09-01 04:30:00";36;0;5;"F";0;"N";5
"46029";"2013-09-01 04:30:00";16;0;2;"F";0;"N";5
"46030";"2013-09-01 04:30:00";48;1;6;"F";0;"N";5
"46032";"2013-09-01 04:30:00";68;0;4;"F";0;"N";5
"46033";"2013-09-01 04:30:00";44;1;2;"F";0;"N";5
"46034";"2013-09-01 04:30:00";12;0;0;"F";0;"N";5
"46035";"2013-09-01 04:30:00";204;9;7;"F";0;"N";5
"46036";"2013-09-01 04:30:00";44;0;1;"F";0;"N";5
"46037";"2013-09-01 04:30:00";84;1;5;"F";0;"N";5
"46038";"2013-09-01 04:30:00";16;0;0;"F";0;"N";5
"46039";"2013-09-01 04:30:00";64;1;2;"F";0;"N";5
"46040";"2013-09-01 04:30:00";68;2;2;"F";0;"N";5
"46403";"2013-09-01 04:30:00";48;0;19;"F";0;"N";5
"46404";"2013-09-01 04:30:00";24;1;3;"F";0;"N";5
"46405";"2013-09-01 04:30:00";4;0;2;"F";0;"N";5
"46406";"2013-09-01 04:30:00";24;8;10;"F";0;"N";5
"46407";"2013-09-01 04:30:00";0;0;0;"F";0;"N";5
"46408";"2013-09-01 04:30:00";8;2;2;"F";0;"N";5
"46409";"2013-09-01 04:30:00";0;0;0;"F";0;"N";5
"46410";"2013-09-01 04:30:00";8;0;2;"F";0;"N";5
"46411";"2013-09-01 04:30:00";0;0;1;"F";0;"N";5
"46412";"2013-09-01 04:30:00";0;0;0;"F";0;"N";5
"46413";"2013-09-01 04:30:00";16;0;2;"F";0;"N";5
"46414";"2013-09-01 04:30:00";4;0;2;"F";0;"N";5
"46416";"2013-09-01 04:30:00";4;2;2;"F";0;"N";5
"47001";"2013-09-01 04:30:00";28;0;1;"F";0;"N";5
"47002";"2013-09-01 04:30:00";60;0;3;"F";0;"N";5
"47003";"2013-09-01 04:30:00";112;0;2;"F";0;"N";5
"47004";"2013-09-01 04:30:00";108;14;8;"F";0;"N";5
"47005";"2013-09-01 04:30:00";64;0;2;"F";0;"N";5
"47006";"2013-09-01 04:30:00";100;0;3;"F";0;"N";5
"47009";"2013-09-01 04:30:00";48;0;1;"F";0;"N";5
"47010";"2013-09-01 04:30:00";100;0;3;"F";0;"N";5
"47011";"2013-09-01 04:30:00";116;0;5;"F";0;"N";5
"47012";"2013-09-01 04:30:00";0;0;0;"F";0;"N";5
"47030";"2013-09-01 04:30:00";44;0;1;"F";0;"N";5
"47031";"2013-09-01 04:30:00";96;0;2;"F";0;"N";5
"47032";"2013-09-01 04:30:00";80;0;2;"F";0;"N";5
"47033";"2013-09-01 04:30:00";68;0;1;"F";0;"N";5
"47034";"2013-09-01 04:30:00";172;0;6;"F";0;"N";5
"47035";"2013-09-01 04:30:00";132;0;3;"F";0;"N";5
"47036";"2013-09-01 04:30:00";48;0;2;"F";0;"N";5
"47037";"2013-09-01 04:30:00";28;0;4;"F";0;"N";5
"47038";"2013-09-01 04:30:00";4;0;2;"F";0;"N";5
"47039";"2013-09-01 04:30:00";0;0;0;"F";0;"N";5
"47040";"2013-09-01 04:30:00";28;0;1;"F";0;"N";5
"47042";"2013-09-01 04:30:00";12;0;2;"F";0;"N";5
"47043";"2013-09-01 04:30:00";8;0;2;"F";0;"N";5
"47044";"2013-09-01 04:30:00";4;0;2;"F";0;"N";5
"47401";"2013-09-01 04:30:00";0;0;0;"F";0;"N";5
"47402";"2013-09-01 04:30:00";16;3;4;"F";0;"N";5
"47403";"2013-09-01 04:30:00";0;0;0;"F";0;"N";5
"47404";"2013-09-01 04:30:00";0;0;0;"F";0;"N";5
"47405";"2013-09-01 04:30:00";4;0;0;"F";0;"N";5
"47406";"2013-09-01 04:30:00";8;1;3;"F";0;"N";5
"47407";"2013-09-01 04:30:00";0;0;1;"F";0;"N";5
"47408";"2013-09-01 04:30:00";12;1;5;"F";0;"N";5
"47409";"2013-09-01 04:30:00";16;6;9;"F";0;"N";5
"47410";"2013-09-01 04:30:00";0;0;0;"F";0;"N";5
"47411";"2013-09-01 04:30:00";36;3;5;"F";0;"N";5
"47412";"2013-09-01 04:30:00";8;4;6;"F";0;"N";5
"47501";"2013-09-01 04:30:00";28;0;1;"F";0;"N";5
"47511";"2013-09-01 04:30:00";52;1;5;"F";0;"N";5
"47517";"2013-09-01 04:30:00";0;0;0;"F";0;"N";5
"47518";"2013-09-01 04:30:00";16;0;1;"F";0;"N";5
"47534";"2013-09-01 04:30:00";116;1;9;"F";0;"N";5
"52001";"2013-09-01 04:30:00";92;0;5;"F";0;"N";5
"52002";"2013-09-01 04:30:00";108;0;2;"F";0;"N";5
"52003";"2013-09-01 04:30:00";80;0;4;"F";0;"N";5
"52004";"2013-09-01 04:30:00";64;0;3;"F";0;"N";5
"52005";"2013-09-01 04:30:00";68;1;5;"F";0;"N";5
"52006";"2013-09-01 04:30:00";24;1;2;"F";0;"N";5
"52007";"2013-09-01 04:30:00";36;1;5;"F";0;"N";5
"52008";"2013-09-01 04:30:00";24;0;3;"F";0;"N";5
"52009";"2013-09-01 04:30:00";36;1;5;"F";0;"N";5
"52010";"2013-09-01 04:30:00";36;1;5;"F";0;"N";5
"52012";"2013-09-01 04:30:00";44;0;1;"F";0;"N";5
"52013";"2013-09-01 04:30:00";20;1;4;"F";0;"N";5
"52014";"2013-09-01 04:30:00";12;0;2;"F";0;"N";5
"52401";"2013-09-01 04:30:00";20;0;2;"F";0;"N";5
"52402";"2013-09-01 04:30:00";32;1;3;"F";0;"N";5
"52403";"2013-09-01 04:30:00";0;0;0;"F";0;"N";5
"53001";"2013-09-01 04:30:00";84;0;5;"F";0;"N";5
"53002";"2013-09-01 04:30:00";172;1;5;"F";0;"N";5
"53003";"2013-09-01 04:30:00";72;0;3;"F";0;"N";5
"53004";"2013-09-01 04:30:00";164;1;5;"F";0;"N";5
"53005";"2013-09-01 04:30:00";76;0;2;"F";0;"N";5
"53006";"2013-09-01 04:30:00";164;2;8;"F";0;"N";5
"53007";"2013-09-01 04:30:00";76;0;4;"F";0;"N";5
"53008";"2013-09-01 04:30:00";104;1;6;"F";0;"N";5
"53009";"2013-09-01 04:30:00";64;1;4;"F";0;"N";5
"53010";"2013-09-01 04:30:00";96;1;4;"F";0;"N";5
"53011";"2013-09-01 04:30:00";72;4;7;"F";0;"N";5
"53012";"2013-09-01 04:30:00";96;1;5;"F";0;"N";5
"53013";"2013-09-01 04:30:00";28;1;3;"F";0;"N";5
"53014";"2013-09-01 04:30:00";40;1;5;"F";0;"N";5
"53015";"2013-09-01 04:30:00";28;0;3;"F";0;"N";5
"53016";"2013-09-01 04:30:00";40;1;8;"F";0;"N";5
"53018";"2013-09-01 04:30:00";32;1;5;"F";0;"N";5
"53019";"2013-09-01 04:30:00";52;0;3;"F";0;"N";5
"53020";"2013-09-01 04:30:00";64;1;4;"F";0;"N";5
"53021";"2013-09-01 04:30:00";12;1;1;"F";0;"N";5
"53022";"2013-09-01 04:30:00";8;0;1;"F";0;"N";5
"53023";"2013-09-01 04:30:00";28;1;3;"F";0;"N";5
"53024";"2013-09-01 04:30:00";12;0;1;"F";0;"N";5
"53025";"2013-09-01 04:30:00";60;1;7;"F";0;"N";5
"53026";"2013-09-01 04:30:00";40;0;3;"F";0;"N";5
"53027";"2013-09-01 04:30:00";28;0;1;"F";0;"N";5
"53028";"2013-09-01 04:30:00";28;0;1;"F";0;"N";5
"53029";"2013-09-01 04:30:00";20;0;1;"F";0;"N";5
"53030";"2013-09-01 04:30:00";52;2;4;"F";0;"N";5
"53031";"2013-09-01 04:30:00";4;1;2;"F";0;"N";5
"53032";"2013-09-01 04:30:00";16;1;7;"F";0;"N";5
"53033";"2013-09-01 04:30:00";20;0;3;"F";0;"N";5
"53034";"2013-09-01 04:30:00";8;1;7;"F";0;"N";5
"53035";"2013-09-01 04:30:00";12;0;3;"F";0;"N";5
"53036";"2013-09-01 04:30:00";16;0;3;"F";0;"N";5
"53037";"2013-09-01 04:30:00";12;0;2;"F";0;"N";5
"53039";"2013-09-01 04:30:00";16;0;4;"F";0;"N";5
"53041";"2013-09-01 04:30:00";20;1;5;"F";0;"N";5
"53042";"2013-09-01 04:30:00";76;4;4;"F";0;"N";5
"53043";"2013-09-01 04:30:00";8;0;3;"F";0;"N";5
"53044";"2013-09-01 04:30:00";60;0;2;"F";0;"N";5
"53045";"2013-09-01 04:30:00";192;2;6;"F";0;"N";5
"53046";"2013-09-01 04:30:00";20;0;2;"F";0;"N";5
"53047";"2013-09-01 04:30:00";28;0;0;"F";0;"N";5
"53048";"2013-09-01 04:30:00";56;0;1;"F";0;"N";5
"53049";"2013-09-01 04:30:00";16;0;2;"F";0;"N";5
"53401";"2013-09-01 04:30:00";12;3;5;"F";0;"N";5
"53402";"2013-09-01 04:30:00";16;4;4;"F";0;"N";5
"53403";"2013-09-01 04:30:00";16;1;7;"F";0;"N";5
"53404";"2013-09-01 04:30:00";0;0;7;"F";0;"N";5
"53405";"2013-09-01 04:30:00";4;3;4;"F";0;"N";5
"53406";"2013-09-01 04:30:00";0;0;1;"F";0;"N";5
"53407";"2013-09-01 04:30:00";56;50;36;"F";0;"N";5
"53414";"2013-09-01 04:30:00";32;5;7;"F";0;"N";5
"53504";"2013-09-01 04:30:00";132;2;7;"F";0;"N";5
"53548";"2013-09-01 04:30:00";30;0;0;"F";0;"N";5
"54001";"2013-09-01 04:30:00";136;1;6;"F";0;"N";5
"54002";"2013-09-01 04:30:00";48;0;1;"F";0;"N";5
"54003";"2013-09-01 04:30:00";44;0;0;"F";0;"N";5
"54004";"2013-09-01 04:30:00";48;0;1;"F";0;"N";5
"54005";"2013-09-01 04:30:00";32;0;2;"F";0;"N";5
"54006";"2013-09-01 04:30:00";16;0;1;"F";0;"N";5
"54007";"2013-09-01 04:30:00";20;0;0;"F";0;"N";5
"54008";"2013-09-01 04:30:00";20;0;1;"F";0;"N";5
"54009";"2013-09-01 04:30:00";48;0;5;"F";0;"N";5
"54010";"2013-09-01 04:30:00";32;1;5;"F";0;"N";5
"54011";"2013-09-01 04:30:00";68;9;15;"F";0;"N";5
"54012";"2013-09-01 04:30:00";24;0;2;"F";0;"N";5
"54013";"2013-09-01 04:30:00";8;0;1;"F";0;"N";5
"54014";"2013-09-01 04:30:00";12;0;0;"F";0;"N";5
"54015";"2013-09-01 04:30:00";24;0;1;"F";0;"N";5
"54016";"2013-09-01 04:30:00";40;0;4;"F";0;"N";5
"54017";"2013-09-01 04:30:00";60;0;2;"F";0;"N";5
"54018";"2013-09-01 04:30:00";40;0;1;"F";0;"N";5
"54019";"2013-09-01 04:30:00";56;0;2;"F";0;"N";5
"54020";"2013-09-01 04:30:00";24;0;0;"F";0;"N";5
"54021";"2013-09-01 04:30:00";32;0;3;"F";0;"N";5
"54022";"2013-09-01 04:30:00";52;0;2;"F";0;"N";5
"54023";"2013-09-01 04:30:00";12;0;2;"F";0;"N";5
"54024";"2013-09-01 04:30:00";56;1;4;"F";0;"N";5
"54026";"2013-09-01 04:30:00";8;0;1;"F";0;"N";5
"54027";"2013-09-01 04:30:00";20;0;0;"F";0;"N";5
"54028";"2013-09-01 04:30:00";48;1;4;"F";0;"N";5
