"identif";"fecha";"intensidad";"ocupacion";"carga";"tipo";"vmed";"error";"periodo_integracion"
"02021";"2013-08-01 00:30:00";203;3;11;"C";0;"N";5
"02022";"2013-08-01 00:30:00";558;3;25;"C";0;"N";5
"02023";"2013-08-01 00:30:00";126;1;6;"C";0;"N";5
"02024";"2013-08-01 00:30:00";72;1;3;"C";0;"N";5
"02025";"2013-08-01 00:30:00";18;1;2;"C";0;"N";5
"02026";"2013-08-01 00:30:00";27;2;4;"C";0;"N";5
"02027";"2013-08-01 00:30:00";9;1;2;"C";0;"N";5
"02029";"2013-08-01 00:30:00";0;0;0;"C";0;"N";5
"02030";"2013-08-01 00:30:00";27;1;2;"C";0;"N";5
"02031";"2013-08-01 00:30:00";54;0;2;"C";0;"N";5
"02032";"2013-08-01 00:30:00";18;0;1;"C";0;"N";5
"02033";"2013-08-01 00:30:00";18;1;2;"C";0;"N";5
"02034";"2013-08-01 00:30:00";180;0;6;"C";0;"N";5
"02035";"2013-08-01 00:30:00";189;2;6;"C";0;"N";5
"02036";"2013-08-01 00:30:00";252;2;11;"C";0;"N";5
"02037";"2013-08-01 00:30:00";666;6;17;"C";0;"N";5
"02038";"2013-08-01 00:30:00";450;2;9;"C";0;"N";5
"02039";"2013-08-01 00:30:00";657;2;13;"C";0;"N";5
"02040";"2013-08-01 00:30:00";405;2;8;"C";0;"N";5
"02041";"2013-08-01 00:30:00";477;2;9;"C";0;"N";5
"02042";"2013-08-01 00:30:00";371;2;7;"C";0;"N";5
"02043";"2013-08-01 00:30:00";180;10;22;"C";0;"N";5
"02300";"2013-08-01 00:30:00";135;3;14;"C";0;"N";5
"02301";"2013-08-01 00:30:00";180;6;18;"C";0;"N";5
"02302";"2013-08-01 00:30:00";342;4;27;"C";0;"N";5
"02303";"2013-08-01 00:30:00";405;6;33;"C";0;"N";5
"02304";"2013-08-01 00:30:00";111;7;14;"C";0;"N";5
"03001";"2013-08-01 00:30:00";212;1;8;"C";0;"N";5
"03002";"2013-08-01 00:30:00";415;3;16;"C";0;"N";5
"03003";"2013-08-01 00:30:00";152;2;7;"C";0;"N";5
"03004";"2013-08-01 00:30:00";262;3;11;"C";0;"N";5
"03005";"2013-08-01 00:30:00";263;3;13;"C";0;"N";5
"03006";"2013-08-01 00:30:00";288;2;12;"C";0;"N";5
"03007";"2013-08-01 00:30:00";288;2;12;"C";0;"N";5
"03008";"2013-08-01 00:30:00";306;1;12;"C";0;"N";5
"03009";"2013-08-01 00:30:00";34;1;3;"C";0;"N";5
"03010";"2013-08-01 00:30:00";178;13;19;"C";0;"N";5
"03011";"2013-08-01 00:30:00";85;1;3;"C";0;"N";5
"03012";"2013-08-01 00:30:00";440;2;12;"C";0;"N";5
"03013";"2013-08-01 00:30:00";43;1;4;"C";0;"N";5
"03014";"2013-08-01 00:30:00";153;2;7;"C";0;"N";5
"03015";"2013-08-01 00:30:00";1406;10;53;"C";0;"N";5
"03016";"2013-08-01 00:30:00";399;3;15;"C";0;"N";5
"03017";"2013-08-01 00:30:00";60;27;11;"C";0;"N";5
"03018";"2013-08-01 00:30:00";25;1;3;"C";0;"N";5
"03019";"2013-08-01 00:30:00";373;1;10;"C";0;"N";5
"03020";"2013-08-01 00:30:00";102;6;5;"C";0;"N";5
"03021";"2013-08-01 00:30:00";271;1;7;"C";0;"N";5
"03022";"2013-08-01 00:30:00";68;1;6;"C";0;"N";5
"03023";"2013-08-01 00:30:00";42;1;4;"C";0;"N";5
"04001";"2013-08-01 00:30:00";263;2;11;"C";0;"N";5
"04002";"2013-08-01 00:30:00";161;1;7;"C";0;"N";5
"04003";"2013-08-01 00:30:00";272;2;11;"C";0;"N";5
"04004";"2013-08-01 00:30:00";69;1;3;"C";0;"N";5
"04005";"2013-08-01 00:30:00";115;1;5;"C";0;"N";5
"04006";"2013-08-01 00:30:00";255;4;9;"C";0;"N";5
"04007";"2013-08-01 00:30:00";254;2;10;"C";0;"N";5
"04008";"2013-08-01 00:30:00";288;2;11;"C";0;"N";5
"04009";"2013-08-01 00:30:00";262;2;10;"C";0;"N";5
"04010";"2013-08-01 00:30:00";271;3;11;"C";0;"N";5
"04011";"2013-08-01 00:30:00";144;1;6;"C";0;"N";5
"04012";"2013-08-01 00:30:00";115;1;5;"C";0;"N";5
"04013";"2013-08-01 00:30:00";382;2;10;"C";0;"N";5
"04014";"2013-08-01 00:30:00";76;1;6;"C";0;"N";5
"04015";"2013-08-01 00:30:00";159;7;10;"C";0;"N";5
"04016";"2013-08-01 00:30:00";144;2;3;"C";0;"N";5
"04017";"2013-08-01 00:30:00";287;1;5;"C";0;"N";5
"04018";"2013-08-01 00:30:00";271;1;10;"C";0;"N";5
"04019";"2013-08-01 00:30:00";68;0;2;"C";0;"N";5
"04020";"2013-08-01 00:30:00";170;1;7;"C";0;"N";5
"04021";"2013-08-01 00:30:00";159;2;3;"C";0;"N";5
"04022";"2013-08-01 00:30:00";0;0;0;"C";0;"N";5
"04023";"2013-08-01 00:30:00";245;3;21;"C";0;"N";5
"04025";"2013-08-01 00:30:00";17;10;10;"C";0;"N";5
"05001";"2013-08-01 00:30:00";144;2;6;"C";0;"N";5
"05002";"2013-08-01 00:30:00";348;2;9;"C";0;"N";5
"05003";"2013-08-01 00:30:00";288;1;7;"C";0;"N";5
"05004";"2013-08-01 00:30:00";941;3;14;"C";0;"N";5
"05005";"2013-08-01 00:30:00";60;1;2;"C";0;"N";5
"05006";"2013-08-01 00:30:00";237;2;9;"C";0;"N";5
"05007";"2013-08-01 00:30:00";322;3;13;"C";0;"N";5
"05008";"2013-08-01 00:30:00";1025;3;20;"C";0;"N";5
"05009";"2013-08-01 00:30:00";687;10;23;"C";0;"N";5
"05010";"2013-08-01 00:30:00";703;3;18;"C";0;"N";5
"05011";"2013-08-01 00:30:00";602;2;16;"C";0;"N";5
"05012";"2013-08-01 00:30:00";593;3;11;"C";0;"N";5
"05013";"2013-08-01 00:30:00";280;1;5;"C";0;"N";5
"05014";"2013-08-01 00:30:00";195;3;10;"C";0;"N";5
"05015";"2013-08-01 00:30:00";237;2;10;"C";0;"N";5
"05016";"2013-08-01 00:30:00";627;2;15;"C";0;"N";5
"05017";"2013-08-01 00:30:00";119;4;13;"C";0;"N";5
"05018";"2013-08-01 00:30:00";406;2;10;"C";0;"N";5
"05019";"2013-08-01 00:30:00";661;4;18;"C";0;"N";5
"05020";"2013-08-01 00:30:00";712;2;18;"C";0;"N";5
"05021";"2013-08-01 00:30:00";407;2;10;"C";0;"N";5
"05022";"2013-08-01 00:30:00";170;1;7;"C";0;"N";5
"05023";"2013-08-01 00:30:00";508;6;17;"C";0;"N";5
"05024";"2013-08-01 00:30:00";449;2;12;"C";0;"N";5
"05708";"2013-08-01 00:30:00";1072;3;17;"C";0;"N";5
"06001";"2013-08-01 00:30:00";737;3;19;"C";0;"N";5
"06002";"2013-08-01 00:30:00";187;1;7;"C";0;"N";5
"06003";"2013-08-01 00:30:00";601;3;16;"C";0;"N";5
"06004";"2013-08-01 00:30:00";177;1;5;"C";0;"N";5
"06005";"2013-08-01 00:30:00";161;2;7;"C";0;"N";5
"06006";"2013-08-01 00:30:00";143;1;4;"C";0;"N";5
"06008";"2013-08-01 00:30:00";263;12;18;"C";0;"N";5
"06009";"2013-08-01 00:30:00";280;3;11;"C";0;"N";5
"06010";"2013-08-01 00:30:00";339;2;9;"C";0;"N";5
"06011";"2013-08-01 00:30:00";135;3;11;"C";0;"N";5
"06012";"2013-08-01 00:30:00";162;2;7;"C";0;"N";5
"06013";"2013-08-01 00:30:00";1093;6;26;"C";0;"N";5
"06014";"2013-08-01 00:30:00";475;2;13;"C";0;"N";5
"06015";"2013-08-01 00:30:00";542;2;14;"C";0;"N";5
"06016";"2013-08-01 00:30:00";458;2;12;"C";0;"N";5
"06017";"2013-08-01 00:30:00";517;3;20;"C";0;"N";5
"06018";"2013-08-01 00:30:00";246;4;20;"C";0;"N";5
"06019";"2013-08-01 00:30:00";195;2;5;"C";0;"N";5
"06020";"2013-08-01 00:30:00";517;3;11;"C";0;"N";5
"06021";"2013-08-01 00:30:00";424;2;11;"C";0;"N";5
"06022";"2013-08-01 00:30:00";170;2;7;"C";0;"N";5
"06023";"2013-08-01 00:30:00";390;4;16;"C";0;"N";5
"06024";"2013-08-01 00:30:00";568;2;15;"C";0;"N";5
"06025";"2013-08-01 00:30:00";669;4;17;"C";0;"N";5
"06026";"2013-08-01 00:30:00";102;2;8;"C";0;"N";5
"06027";"2013-08-01 00:30:00";559;2;14;"C";0;"N";5
"06028";"2013-08-01 00:30:00";491;3;13;"C";0;"N";5
"06029";"2013-08-01 00:30:00";347;2;14;"C";0;"N";5
"06030";"2013-08-01 00:30:00";382;2;10;"C";0;"N";5
"06031";"2013-08-01 00:30:00";94;1;4;"C";0;"N";5
"06032";"2013-08-01 00:30:00";85;1;7;"C";0;"N";5
"06033";"2013-08-01 00:30:00";212;2;8;"C";0;"N";5
"06035";"2013-08-01 00:30:00";211;1;9;"C";0;"N";5
"06036";"2013-08-01 00:30:00";102;2;4;"C";0;"N";5
"06037";"2013-08-01 00:30:00";187;2;8;"C";0;"N";5
"06038";"2013-08-01 00:30:00";144;1;6;"C";0;"N";5
"06039";"2013-08-01 00:30:00";101;2;8;"C";0;"N";5
"06040";"2013-08-01 00:30:00";42;1;4;"C";0;"N";5
"06041";"2013-08-01 00:30:00";43;2;5;"C";0;"N";5
"06042";"2013-08-01 00:30:00";262;6;23;"C";0;"N";5
"06043";"2013-08-01 00:30:00";34;1;3;"C";0;"N";5
"06300";"2013-08-01 00:30:00";424;11;36;"C";0;"N";5
"06302";"2013-08-01 00:30:00";152;4;13;"C";0;"N";5
"06303";"2013-08-01 00:30:00";69;1;6;"C";0;"N";5
"06304";"2013-08-01 00:30:00";102;2;9;"C";0;"N";5
"06305";"2013-08-01 00:30:00";161;6;16;"C";0;"N";5
"06306";"2013-08-01 00:30:00";424;11;36;"C";0;"N";5
"06307";"2013-08-01 00:30:00";424;11;36;"C";0;"N";5
"06716";"2013-08-01 00:30:00";729;2;11;"C";0;"N";5
"07001";"2013-08-01 00:30:00";457;2;12;"C";0;"N";5
"07002";"2013-08-01 00:30:00";424;2;11;"C";0;"N";5
"07003";"2013-08-01 00:30:00";170;5;11;"C";0;"N";5
"07004";"2013-08-01 00:30:00";551;1;11;"C";0;"N";5
"07005";"2013-08-01 00:30:00";365;1;7;"C";0;"N";5
"07006";"2013-08-01 00:30:00";305;3;13;"C";0;"N";5
"07007";"2013-08-01 00:30:00";85;2;6;"C";0;"N";5
"07008";"2013-08-01 00:30:00";136;1;5;"C";0;"N";5
"07009";"2013-08-01 00:30:00";93;1;4;"C";0;"N";5
"07010";"2013-08-01 00:30:00";144;2;6;"C";0;"N";5
"07011";"2013-08-01 00:30:00";110;1;4;"C";0;"N";5
"07012";"2013-08-01 00:30:00";85;1;7;"C";0;"N";5
"07014";"2013-08-01 00:30:00";51;1;5;"C";0;"N";5
"07015";"2013-08-01 00:30:00";76;0;6;"C";0;"N";5
"08001";"2013-08-01 00:30:00";144;0;3;"C";0;"N";5
"08002";"2013-08-01 00:30:00";161;2;6;"C";0;"N";5
"08003";"2013-08-01 00:30:00";51;0;4;"C";0;"N";5
"08004";"2013-08-01 00:30:00";185;4;9;"C";0;"N";5
"08005";"2013-08-01 00:30:00";110;1;4;"C";0;"N";5
"08006";"2013-08-01 00:30:00";178;2;8;"C";0;"N";5
"08007";"2013-08-01 00:30:00";42;9;11;"C";0;"N";5
"08008";"2013-08-01 00:30:00";212;2;9;"C";0;"N";5
"08009";"2013-08-01 00:30:00";136;1;5;"C";0;"N";5
"08010";"2013-08-01 00:30:00";195;2;8;"C";0;"N";5
"08011";"2013-08-01 00:30:00";119;2;5;"C";0;"N";5
"08012";"2013-08-01 00:30:00";119;2;5;"C";0;"N";5
"08013";"2013-08-01 00:30:00";93;1;4;"C";0;"N";5
"08014";"2013-08-01 00:30:00";347;2;10;"C";0;"N";5
"08015";"2013-08-01 00:30:00";93;2;8;"C";0;"N";5
"08016";"2013-08-01 00:30:00";254;1;7;"C";0;"N";5
"08017";"2013-08-01 00:30:00";67;1;5;"C";0;"N";5
"08018";"2013-08-01 00:30:00";110;1;9;"C";0;"N";5
"09001";"2013-08-01 00:30:00";466;2;12;"C";0;"N";5
"09002";"2013-08-01 00:30:00";474;2;12;"C";0;"N";5
"09003";"2013-08-01 00:30:00";855;35;44;"C";0;"N";5
"09004";"2013-08-01 00:30:00";517;2;13;"C";0;"N";5
"09006";"2013-08-01 00:30:00";263;2;10;"C";0;"N";5
"09007";"2013-08-01 00:30:00";424;4;18;"C";0;"N";5
"09008";"2013-08-01 00:30:00";297;3;13;"C";0;"N";5
"09009";"2013-08-01 00:30:00";1194;6;30;"C";0;"N";5
"09010";"2013-08-01 00:30:00";568;26;39;"C";0;"N";5
"09011";"2013-08-01 00:30:00";280;2;11;"C";0;"N";5
"09012";"2013-08-01 00:30:00";466;4;19;"C";0;"N";5
"09013";"2013-08-01 00:30:00";356;3;14;"C";0;"N";5
"09014";"2013-08-01 00:30:00";51;1;5;"C";0;"N";5
"09015";"2013-08-01 00:30:00";644;3;24;"C";0;"N";5
"09016";"2013-08-01 00:30:00";711;5;27;"C";0;"N";5
"09017";"2013-08-01 00:30:00";229;5;19;"C";0;"N";5
"09018";"2013-08-01 00:30:00";449;3;17;"C";0;"N";5
"09019";"2013-08-01 00:30:00";424;3;16;"C";0;"N";5
"09021";"2013-08-01 00:30:00";373;3;15;"C";0;"N";5
"09022";"2013-08-01 00:30:00";687;4;26;"C";0;"N";5
"09023";"2013-08-01 00:30:00";398;3;9;"C";0;"N";5
"09024";"2013-08-01 00:30:00";602;3;16;"C";0;"N";5
"09025";"2013-08-01 00:30:00";161;2;6;"C";0;"N";5
"09026";"2013-08-01 00:30:00";161;2;8;"C";0;"N";5
"09027";"2013-08-01 00:30:00";77;0;3;"C";0;"N";5
"09028";"2013-08-01 00:30:00";153;1;6;"C";0;"N";5
"09029";"2013-08-01 00:30:00";211;2;9;"C";0;"N";5
"09030";"2013-08-01 00:30:00";161;3;8;"C";0;"N";5
"09031";"2013-08-01 00:30:00";314;3;13;"C";0;"N";5
