"identif";"fecha";"intensidad";"ocupacion";"carga";"tipo";"vmed";"error";"periodo_integracion"
"40013";"2013-07-12 07:15:00";120;1;5;"F";0;"N";4
"40015";"2013-07-12 07:15:00";140;2;9;"F";0;"N";4
"41025";"2013-07-12 07:15:00";60;1;4;"F";0;"N";2
"41039";"2013-07-12 07:15:00";180;2;15;"F";0;"N";4
"42403";"2013-07-12 07:15:00";50;0;3;"F";0;"N";4
"42029";"2013-07-12 07:15:00";50;0;1;"F";0;"N";2
"45028";"2013-07-12 07:15:00";130;0;15;"F";0;"N";4
"45404";"2013-07-12 07:15:00";40;15;21;"F";0;"N";4
"45409";"2013-07-12 07:15:00";27;3;6;"F";0;"N";3
"45411";"2013-07-12 07:15:00";115;47;40;"F";0;"N";4
"46010";"2013-07-12 07:15:00";580;3;15;"F";0;"N";4
"46036";"2013-07-12 07:15:00";240;8;7;"F";0;"N";4
"46403";"2013-07-12 07:15:00";160;1;59;"F";0;"N";2
"47021";"2013-07-12 07:15:00";155;1;8;"F";0;"N";4
"47404";"2013-07-12 07:15:00";27;0;1;"F";0;"N";3
"53401";"2013-07-12 07:15:00";30;18;14;"F";0;"N";2
"53019";"2013-07-12 07:15:00";285;2;16;"F";0;"N";4
"53030";"2013-07-12 07:15:00";150;14;13;"F";0;"N";4
"53043";"2013-07-12 07:15:00";75;2;19;"F";0;"N";4
"53044";"2013-07-12 07:15:00";285;3;6;"F";0;"N";4
"54003";"2013-07-12 07:15:00";87;3;2;"F";0;"N";3
"55034";"2013-07-12 07:15:00";35;1;6;"F";0;"N";4
"55043";"2013-07-12 07:15:00";160;1;7;"F";0;"N";4
"56035";"2013-07-12 07:15:00";120;1;13;"F";0;"N";2
"56001";"2013-07-12 07:15:00";80;1;5;"F";0;"N";3
"56033";"2013-07-12 07:15:00";127;1;7;"F";0;"N";3
"56034";"2013-07-12 07:15:00";45;1;8;"F";0;"N";4
"57005";"2013-07-12 07:15:00";230;2;14;"F";0;"N";4
"59002";"2013-07-12 07:15:00";170;2;9;"F";0;"N";2
"64031";"2013-07-12 07:15:00";53;1;13;"F";0;"N";3
"64014";"2013-07-12 07:15:00";640;7;27;"F";0;"N";3
"65008";"2013-07-12 07:15:00";320;2;10;"F";0;"N";3
"65018";"2013-07-12 07:15:00";153;1;6;"F";0;"N";3
"65020";"2013-07-12 07:15:00";110;1;8;"F";0;"N";4
"65024";"2013-07-12 07:15:00";180;1;9;"F";0;"N";4
"65041";"2013-07-12 07:15:00";100;1;8;"F";0;"N";3
"69002";"2013-07-12 07:15:00";95;0;5;"F";0;"N";4
"71401";"2013-07-12 07:15:00";40;1;7;"F";0;"N";1
"74011";"2013-07-12 07:15:00";20;0;2;"F";0;"N";1
"74012";"2013-07-12 07:15:00";115;2;20;"F";0;"N";4
"76002";"2013-07-12 07:15:00";70;1;16;"F";0;"N";2
"76003";"2013-07-12 07:15:00";73;2;8;"F";0;"N";3
"75022";"2013-07-12 07:15:00";80;0;3;"F";0;"N";2
"28046";"2013-07-12 07:15:00";20;1;2;"G";0;"N";3
"06007";"2013-07-12 07:15:00";1923;6;46;"C";0;"N";5
"06008";"2013-07-12 07:15:00";390;3;15;"C";0;"N";5
"06009";"2013-07-12 07:15:00";305;2;11;"C";0;"N";5
"06010";"2013-07-12 07:15:00";339;1;8;"C";0;"N";5
"06011";"2013-07-12 07:15:00";153;3;12;"C";0;"N";5
"06012";"2013-07-12 07:15:00";77;1;3;"C";0;"N";5
"06013";"2013-07-12 07:15:00";1011;10;30;"C";0;"N";5
"06014";"2013-07-12 07:15:00";669;3;17;"C";0;"N";5
"06015";"2013-07-12 07:15:00";1144;6;29;"C";0;"N";5
"06016";"2013-07-12 07:15:00";924;4;24;"C";0;"N";5
"06017";"2013-07-12 07:15:00";576;39;51;"C";0;"N";5
"06018";"2013-07-12 07:15:00";170;4;15;"C";0;"N";5
"06004";"2013-07-12 07:15:00";144;1;4;"C";0;"N";5
"06005";"2013-07-12 07:15:00";254;3;12;"C";0;"N";5
"06006";"2013-07-12 07:15:00";600;4;17;"C";0;"N";5
"06019";"2013-07-12 07:15:00";152;7;11;"C";0;"N";5
"06020";"2013-07-12 07:15:00";461;3;11;"C";0;"N";5
"06021";"2013-07-12 07:15:00";627;5;19;"C";0;"N";5
"06022";"2013-07-12 07:15:00";102;1;4;"C";0;"N";5
"06023";"2013-07-12 07:15:00";289;3;12;"C";0;"N";5
"98004";"2013-07-12 07:15:00";168;40;46;"G";0;"N";5
"98005";"2013-07-12 07:15:00";24;5;6;"G";0;"N";5
"98006";"2013-07-12 07:15:00";12;6;6;"G";0;"N";5
"98009";"2013-07-12 07:15:00";0;0;0;"G";0;"N";5
"14RL11PM01";"2013-07-12 07:00:00";260;3;0;"Z";58;"N";6
"14RL30PM01";"2013-07-12 07:00:00";40;0;0;"Z";29;"N";6
"14RM32PM01";"2013-07-12 07:00:00";200;2;0;"Z";58;"N";6
"14RN01PM01";"2013-07-12 07:00:00";560;7;0;"Z";46;"N";6
"02025";"2013-07-12 07:15:00";0;0;0;"C";0;"N";5
"04024";"2013-07-12 07:15:00";0;0;0;"C";0;"N";4
"13034";"2013-07-12 07:15:00";9;1;2;"C";0;"N";5
"16051";"2013-07-12 07:15:00";11;0;1;"C";0;"N";4
"06024";"2013-07-12 07:15:00";1024;4;27;"C";0;"N";5
"06025";"2013-07-12 07:15:00";1084;4;28;"C";0;"N";5
"06026";"2013-07-12 07:15:00";127;4;12;"C";0;"N";5
"06027";"2013-07-12 07:15:00";1033;5;27;"C";0;"N";5
"06028";"2013-07-12 07:15:00";805;4;21;"C";0;"N";5
"06029";"2013-07-12 07:15:00";949;6;35;"C";0;"N";5
"06030";"2013-07-12 07:15:00";737;11;26;"C";0;"N";5
"PM30902";"2013-07-12 07:15:00";624;7;30;"M";50;"N";5
"PM31263";"2013-07-12 07:15:00";1008;3;23;"M";92;"N";5
"PM31264";"2013-07-12 07:15:00";300;2;14;"M";76;"N";5
"PM31301";"2013-07-12 07:15:00";852;5;16;"M";59;"N";5
"PM31451";"2013-07-12 07:15:00";1884;4;22;"M";74;"N";5
"PM31452";"2013-07-12 07:15:00";2856;5;33;"M";86;"N";5
"PM31453";"2013-07-12 07:15:00";1668;6;38;"M";-1;"N";5
"PM31801";"2013-07-12 07:15:00";1896;5;24;"M";66;"N";5
"PM32051";"2013-07-12 07:15:00";816;5;20;"M";75;"N";5
"PM32351";"2013-07-12 07:15:00";1692;3;17;"M";92;"N";5
"PM32352";"2013-07-12 07:15:00";264;2;12;"M";67;"N";5
"PM33031";"2013-07-12 07:15:00";1980;13;47;"M";89;"N";5
"PM33032";"2013-07-12 07:15:00";264;6;15;"M";67;"N";5
"PM33151";"2013-07-12 07:15:00";1452;9;35;"M";63;"N";5
"PM33152";"2013-07-12 07:15:00";732;3;17;"M";71;"N";5
"PM33201";"2013-07-12 07:15:00";2076;4;31;"M";105;"N";5
"PM33202";"2013-07-12 07:15:00";324;2;15;"M";61;"N";5
"PM40442";"2013-07-12 07:15:00";648;3;15;"M";86;"N";5
"PM40461";"2013-07-12 07:15:00";3924;7;44;"M";92;"N";5
"PM40751";"2013-07-12 07:15:00";1188;4;50;"M";90;"N";5
"PM40752";"2013-07-12 07:15:00";480;4;13;"M";77;"N";5
"PM40753";"2013-07-12 07:15:00";84;1;4;"M";56;"N";5
"PM40754";"2013-07-12 07:15:00";1740;6;47;"M";71;"N";5
"PM40755";"2013-07-12 07:15:00";1248;10;55;"M";72;"N";5
"PM40901";"2013-07-12 07:15:00";1740;4;26;"M";86;"N";5
"PM40902";"2013-07-12 07:15:00";144;1;7;"M";56;"N";5
"PM41261";"2013-07-12 07:15:00";1932;7;43;"M";80;"N";5
"PM41262";"2013-07-12 07:15:00";684;3;15;"M";78;"N";5
"PM41301";"2013-07-12 07:15:00";2100;7;32;"M";69;"N";5
"PM41302";"2013-07-12 07:15:00";480;9;17;"M";51;"N";5
"PM41351";"2013-07-12 07:15:00";2328;9;30;"M";46;"N";5
"PM41451";"2013-07-12 07:15:00";4536;13;66;"M";65;"N";5
"50003";"2013-07-12 07:15:00";315;3;16;"D";0;"N";5
"50004";"2013-07-12 07:15:00";405;16;30;"D";0;"N";5
"50005";"2013-07-12 07:15:00";162;2;8;"D";0;"N";5
"50006";"2013-07-12 07:15:00";171;4;15;"D";0;"N";5
"50007";"2013-07-12 07:15:00";153;3;13;"D";0;"N";5
"50009";"2013-07-12 07:15:00";270;6;21;"D";0;"N";5
"50011";"2013-07-12 07:15:00";36;1;2;"D";0;"N";5
"50012";"2013-07-12 07:15:00";117;3;10;"D";0;"N";5
"50013";"2013-07-12 07:15:00";99;2;7;"D";0;"N";5
"50015";"2013-07-12 07:15:00";171;3;14;"D";0;"N";5
"50017";"2013-07-12 07:15:00";810;6;30;"D";0;"N";5
"50018";"2013-07-12 07:15:00";1008;6;35;"D";0;"N";5
"50019";"2013-07-12 07:15:00";263;34;40;"D";0;"N";5
"50020";"2013-07-12 07:15:00";357;3;14;"D";0;"N";5
"50021";"2013-07-12 07:15:00";108;3;8;"D";0;"N";5
"50022";"2013-07-12 07:15:00";63;2;4;"D";0;"N";5
"49028";"2013-07-12 07:15:00";155;4;9;"D";0;"N";5
"49029";"2013-07-12 07:15:00";157;2;7;"D";0;"N";5
"49030";"2013-07-12 07:15:00";310;5;24;"D";0;"N";5
"49031";"2013-07-12 07:15:00";9;1;1;"D";0;"N";5
"49032";"2013-07-12 07:15:00";114;4;11;"D";0;"N";5
"49033";"2013-07-12 07:15:00";87;2;8;"D";0;"N";5
"49034";"2013-07-12 07:15:00";205;2;8;"D";0;"N";5
"49035";"2013-07-12 07:15:00";190;4;16;"D";0;"N";5
"49500";"2013-07-12 07:15:00";347;3;10;"D";0;"N";5
"50001";"2013-07-12 07:15:00";324;4;15;"D";0;"N";5
"50002";"2013-07-12 07:15:00";144;3;11;"D";0;"N";5
"81013";"2013-07-12 07:15:00";31;0;2;"D";0;"N";4
"81014";"2013-07-12 07:15:00";102;1;6;"D";0;"N";5
"81015";"2013-07-12 07:15:00";94;1;3;"D";0;"N";5
"81016";"2013-07-12 07:15:00";526;4;19;"D";0;"N";5
"81018";"2013-07-12 07:15:00";772;4;19;"D";0;"N";5
"81019";"2013-07-12 07:15:00";254;4;19;"D";0;"N";5
"82001";"2013-07-12 07:15:00";254;5;18;"D";0;"N";5
"82002";"2013-07-12 07:15:00";159;36;33;"D";0;"N";5
"82003";"2013-07-12 07:15:00";410;12;35;"D";0;"N";5
"82004";"2013-07-12 07:15:00";101;22;26;"D";0;"N";5
"82005";"2013-07-12 07:15:00";13;2;2;"D";0;"N";5
"82006";"2013-07-12 07:15:00";126;4;12;"D";0;"N";5
"82007";"2013-07-12 07:15:00";215;5;18;"D";0;"N";5
"82008";"2013-07-12 07:15:00";38;1;4;"D";0;"N";5
"82009";"2013-07-12 07:15:00";26;29;30;"D";0;"N";5
"82010";"2013-07-12 07:15:00";26;0;3;"D";0;"N";5
"81001";"2013-07-12 07:15:00";313;10;21;"D";0;"N";5
"81005";"2013-07-12 07:15:00";54;1;4;"D";0;"N";5
