53405|13|10|01|20|1|13|F|0|N|2|28079058
53406|13|10|01|25|3|13|F|0|N|4|28079011
53052|13|10|01|80|1|1|F|0|N|5|28079099
53053|13|10|01|88|1|5|F|0|N|5|None
53402|13|10|01|112|7|18|F|0|N|5|28079011
53403|13|10|01|45|2|8|F|0|N|4|28079024
53407|13|10|01|55|25|16|F|0|N|4|28079011
53408|13|10|01|13|9|12|F|0|N|3|28079099
53410|13|10|01|140|28|31|F|0|N|5|28079023
53413|13|10|01|25|7|7|F|0|N|4|28079005
53414|13|10|01|136|25|24|F|0|N|5|28079023
53415|13|10|01|40|16|32|F|0|N|3|28079015
53504|13|10|01|216|3|11|F|0|N|5|None
53548|13|10|01|45|0|1|F|0|N|4|None
54001|13|10|01|192|1|8|F|0|N|5|28079058
53412|13|10|01|53|13|38|F|0|N|3|28079011
54002|13|10|01|492|3|16|F|0|N|5|28079099
54004|13|10|01|360|2|17|F|0|N|5|28079058
54005|13|10|01|168|1|8|F|0|N|5|28079058
54007|13|10|01|100|1|5|F|0|N|2|28079024
54008|13|10|01|168|2|17|F|0|N|5|28079058
54010|13|10|01|112|2|20|F|0|N|5|28079023
54011|13|10|01|160|22|32|F|0|N|5|28079058
54012|13|10|01|176|6|21|F|0|N|5|28079005
54013|13|10|01|176|1|13|F|0|N|5|28079011
54014|13|10|01|80|3|5|F|0|N|2|28079011
54015|13|10|01|260|3|18|F|0|N|5|28079058
54016|13|10|01|130|1|9|F|0|N|4|28079058
54017|13|10|01|196|1|11|F|0|N|5|28079004
54018|13|10|01|284|2|7|F|0|N|5|28079058
54019|13|10|01|360|2|13|F|0|N|5|28079011
54020|13|10|01|152|1|5|F|0|N|5|28079024
54023|13|10|01|80|1|10|F|0|N|5|28079058
54024|13|10|01|224|2|13|F|0|N|5|28079099
55407|13|10|01|20|0|3|F|0|N|2|28079058
54031|13|10|01|280|2|12|F|0|N|3|28079099
55027|13|10|01|793|47|43|F|0|N|3|28079058
55059|13|10|01|108|0|4|F|0|N|5|28079011
55060|13|10|01|132|0|5|F|0|N|5|28079011
55061|13|10|01|80|0|1|F|0|N|4|28079011
55062|13|10|01|96|0|1|F|0|N|5|28079011
