55538|13|12|01|12|0|0|F|0|N|5|None
55542|13|12|01|76|0|6|F|0|N|5|None
55548|13|12|01|68|1|5|F|0|N|5|None
56001|13|12|01|68|0|4|F|0|N|5|28079011
56002|13|12|01|144|1|5|F|0|N|5|28079011
56003|13|12|01|104|1|7|F|0|N|5|28079015
56004|13|12|01|92|1|4|F|0|N|5|28079099
56005|13|12|01|104|1|9|F|0|N|5|28079011
56006|13|12|01|104|1|7|F|0|N|5|28079024
56007|13|12|01|84|2|10|F|0|N|5|28079058
56008|13|12|01|44|1|8|F|0|N|5|28079099
56009|13|12|01|100|1|5|F|0|N|5|28079099
56010|13|12|01|36|0|3|F|0|N|5|28079099
56033|13|12|01|56|0|3|F|0|N|5|28079023
56034|13|12|01|16|0|3|F|0|N|5|28079099
56035|13|12|01|8|0|1|F|0|N|5|28079024
56036|13|12|01|60|1|8|F|0|N|5|28079099
56037|13|12|01|24|0|2|F|0|N|5|28079099
56038|13|12|01|32|0|1|F|0|N|5|28079058
56039|13|12|01|24|1|2|F|0|N|5|28079058
56040|13|12|01|48|1|4|F|0|N|5|28079011
56041|13|12|01|108|1|8|F|0|N|5|28079058
56042|13|12|01|32|0|3|F|0|N|5|28079058
56043|13|12|01|68|0|4|F|0|N|5|28079058
56044|13|12|01|20|0|3|F|0|N|5|28079058
56045|13|12|01|0|0|0|F|0|N|5|28079058
56046|13|12|01|0|0|0|F|0|N|5|None
56047|13|12|01|68|0|10|F|0|N|5|None
57001|13|12|01|96|0|9|F|0|N|5|28079011
57002|13|12|01|92|0|9|F|0|N|5|28079011
57003|13|12|01|60|0|7|F|0|N|5|28079011
57004|13|12|01|104|1|10|F|0|N|5|28079011
57005|13|12|01|96|1|8|F|0|N|5|28079005
56401|13|12|01|0|0|2|F|0|N|5|28079011
56402|13|12|01|8|0|1|F|0|N|5|28079099
56403|13|12|01|28|8|15|F|0|N|5|28079058
56404|13|12|01|16|9|12|F|0|N|5|28079011
56405|13|12|01|16|2|2|F|0|N|5|28079011
56406|13|12|01|48|19|16|F|0|N|5|28079058
56407|13|12|01|60|6|10|F|0|N|5|28079058
56501|13|12|01|68|0|10|F|0|N|5|None
57006|13|12|01|100|0|6|F|0|N|5|28079011
57007|13|12|01|88|1|6|F|0|N|5|28079011
57008|13|12|01|132|1|8|F|0|N|5|28079011
57009|13|12|01|120|1|12|F|0|N|5|28079011
57010|13|12|01|128|1|16|F|0|N|5|28079011
57011|13|12|01|88|1|9|F|0|N|5|28079005
57012|13|12|01|88|1|6|F|0|N|5|28079005
57013|13|12|01|20|4|3|F|0|N|5|None
57014|13|12|01|80|33|19|F|0|N|5|28079058
57015|13|12|01|160|1|6|F|0|N|5|28079011
