70006|13|11|01|264|1|8|F|0|N|5|28079011
70007|13|11|01|44|0|4|F|0|N|5|28079058
70008|13|11|01|88|0|5|F|0|N|5|28079024
70009|13|11|01|208|0|4|F|0|N|5|28079011
70010|13|11|01|8|0|3|F|0|N|5|28079058
70011|13|11|01|24|0|3|F|0|N|5|28079058
70012|13|11|01|8|0|2|F|0|N|5|28079099
70013|13|11|01|112|1|4|F|0|N|5|28079011
70014|13|11|01|0|0|0|F|0|N|5|28079099
70015|13|11|01|20|0|0|F|0|N|5|28079024
70016|13|11|01|28|0|0|F|0|N|5|28079023
70403|13|11|01|24|4|5|F|0|N|5|28079011
70501|13|11|01|32|0|2|F|0|N|5|None
70502|13|11|01|32|0|2|F|0|N|5|None
70503|13|11|01|160|2|9|F|0|N|5|None
70504|13|11|01|80|0|5|F|0|N|5|None
70506|13|11|01|264|1|8|F|0|N|5|None
70509|13|11|01|124|1|3|F|0|N|5|None
71001|13|11|01|152|1|6|F|0|N|5|28079099
71002|13|11|01|160|1|7|F|0|N|5|28079099
71003|13|11|01|104|1|7|F|0|N|5|28079023
71004|13|11|01|128|1|7|F|0|N|5|28079058
71005|13|11|01|100|1|6|F|0|N|5|28079011
71006|13|11|01|164|1|7|F|0|N|5|28079011
71007|13|11|01|124|1|5|F|0|N|5|28079023
71008|13|11|01|60|0|2|F|0|N|5|28079058
71009|13|11|01|60|0|2|F|0|N|5|28079058
71010|13|11|01|76|0|3|F|0|N|5|28079011
71011|13|11|01|48|0|1|F|0|N|5|28079099
71012|13|11|01|24|0|1|F|0|N|5|28079099
71013|13|11|01|48|0|3|F|0|N|5|28079058
71016|13|11|01|60|0|1|F|0|N|5|28079015
71017|13|11|01|8|0|2|F|0|N|5|28079026
71018|13|11|01|84|0|3|F|0|N|5|28079023
71019|13|11|01|16|0|1|F|0|N|5|28079011
71020|13|11|01|40|1|2|F|0|N|5|28079011
71021|13|11|01|80|2|9|F|0|N|5|28079023
71022|13|11|01|28|1|3|F|0|N|5|28079058
71024|13|11|01|20|0|1|F|0|N|5|28079058
71025|13|11|01|12|0|1|F|0|N|5|28079011
71026|13|11|01|12|0|0|F|0|N|5|28079099
71027|13|11|01|12|1|4|F|0|N|5|28079023
71028|13|11|01|20|0|4|F|0|N|5|28079011
71029|13|11|01|28|1|3|F|0|N|5|28079011
71030|13|11|01|28|1|3|F|0|N|5|28079011
71031|13|11|01|32|1|5|F|0|N|5|28079058
71032|13|11|01|12|1|2|F|0|N|5|28079024
71033|13|11|01|20|0|3|F|0|N|5|28079099
71034|13|11|01|72|0|3|F|0|N|5|28079058
71035|13|11|01|32|1|7|F|0|N|5|28079011
71036|13|11|01|48|1|5|F|0|N|5|28079011
71037|13|11|01|204|1|7|F|0|N|5|28079011
71401|13|11|01|4|2|3|F|0|N|5|28079099
71402|13|11|01|0|0|0|F|0|N|5|28079099
71403|13|11|01|0|0|0|F|0|N|5|28079011
71404|13|11|01|36|15|9|F|0|N|5|28079011
75403|13|11|01|12|1|1|F|0|N|5|28079058
75404|13|11|01|12|1|1|F|0|N|5|28079058
75405|13|11|01|0|0|0|F|0|N|5|28079011
75406|13|11|01|4|4|2|F|0|N|5|28079099
75407|13|11|01|24|7|3|F|0|N|5|28079099
75408|13|11|01|4|0|1|F|0|N|5|28079011
75409|13|11|01|4|0|0|F|0|N|5|28079011
75410|13|11|01|4|0|1|F|0|N|5|28079058
75520|13|11|01|20|0|1|F|0|N|5|None
76001|13|11|01|28|0|3|F|0|N|5|28079011
78002|13|11|01|72|0|2|F|0|N|5|28079099
78003|13|11|01|64|0|1|F|0|N|5|28079099
78004|13|11|01|48|0|1|F|0|N|5|28079099
78005|13|11|01|44|0|2|F|0|N|5|28079058
78006|13|11|01|44|1|3|F|0|N|5|28079058
78007|13|11|01|20|0|1|F|0|N|5|28079011
78008|13|11|01|12|0|1|F|0|N|5|28079011
78009|13|11|01|8|0|1|F|0|N|5|28079099
78010|13|11|01|16|0|0|F|0|N|5|28079011
78011|13|11|01|24|0|2|F|0|N|5|28079058
78012|13|11|01|12|0|0|F|0|N|5|28079099
78013|13|11|01|40|0|2|F|0|N|5|28079099
78014|13|11|01|68|0|3|F|0|N|5|28079058
78401|13|11|01|0|0|0|F|0|N|5|28079099
78402|13|11|01|0|0|0|F|0|N|5|28079058
78512|13|11|01|28|0|0|F|0|N|5|None
79001|13|11|01|32|0|2|F|0|N|5|28079024
79002|13|11|01|12|0|0|F|0|N|5|28079099
79003|13|11|01|44|0|2|F|0|N|5|28079058
79004|13|11|01|12|0|0|F|0|N|5|28079011
79005|13|11|01|12|0|2|F|0|N|5|28079015
79006|13|11|01|56|2|3|F|0|N|5|28079058
79007|13|11|01|112|1|4|F|0|N|5|28079099
79008|13|11|01|36|0|0|F|0|N|5|28079099
79009|13|11|01|16|0|0|F|0|N|5|28079011
79010|13|11|01|20|0|2|F|0|N|5|28079011
79011|13|11|01|16|0|3|F|0|N|5|28079024
79012|13|11|01|56|0|1|F|0|N|5|28079099
79014|13|11|01|56|0|1|F|0|N|5|28079099
79015|13|11|01|88|0|2|F|0|N|5|28079099
79016|13|11|01|192|1|6|F|0|N|5|28079099
79017|13|11|01|24|0|2|F|0|N|5|28079011
79018|13|11|01|68|1|6|F|0|N|5|28079058
79019|13|11|01|52|0|1|F|0|N|5|28079099
79020|13|11|01|124|0|4|F|0|N|5|28079058
79021|13|11|01|104|0|3|F|0|N|5|28079024
79022|13|11|01|16|0|1|F|0|N|5|28079024
79023|13|11|01|36|0|4|F|0|N|5|28079099
79024|13|11|01|24|0|1|F|0|N|5|28079099
79025|13|11|01|60|0|3|F|0|N|5|28079099
79026|13|11|01|236|1|7|F|0|N|5|28079058
79027|13|11|01|80|0|4|F|0|N|5|28079027
79028|13|11|01|60|1|5|F|0|N|5|28079099
79029|13|11|01|24|0|3|F|0|N|5|28079099
79030|13|11|01|36|0|3|F|0|N|5|28079011
79031|13|11|01|0|0|0|F|0|N|5|28079011
79032|13|11|01|32|0|2|F|0|N|5|28079011
79401|13|11|01|0|0|0|F|0|N|5|28079011
79507|13|11|01|56|1|4|F|0|N|5|None
79519|13|11|01|44|0|1|F|0|N|5|None
79520|13|11|01|95|0|4|F|0|N|5|None
79523|13|11|01|4|0|0|F|0|N|5|None
79524|13|11|01|20|0|3|F|0|N|5|None
79525|13|11|01|12|0|2|F|0|N|5|None
79526|13|11|01|96|1|6|F|0|N|5|None
25005|13|11|01|36|20|22|G|0|N|5|28079099
25006|13|11|01|84|1|7|G|0|N|5|28079099
25007|13|11|01|36|2|4|G|0|N|5|28079011
25008|13|11|01|36|1|2|G|0|N|5|28079011
25009|13|11|01|180|2|8|G|0|N|5|28079099
25021|13|11|01|132|1|5|G|0|N|5|28079099
25031|13|11|01|60|5|9|G|0|N|1|28079058
25036|13|11|01|0|0|0|G|0|N|1|28079058
26004|13|11|01|0|0|0|G|0|N|1|28079011
26006|13|11|01|60|1|3|G|0|E|4|28079058
26007|13|11|01|0|0|0|G|0|N|5|28079058
26008|13|11|01|12|0|1|G|0|N|5|28079023
26009|13|11|01|60|1|5|G|0|N|5|28079099
26010|13|11|01|72|1|4|G|0|N|5|28079011
26011|13|11|01|144|1|9|G|0|N|5|28079058
26012|13|11|01|300|1|6|G|0|N|5|28079011
26013|13|11|01|192|1|3|G|0|N|5|28079011
26014|13|11|01|96|1|4|G|0|N|5|28079024
26015|13|11|01|72|1|3|G|0|E|5|28079058
26016|13|11|01|48|1|1|G|0|E|5|28079058
26017|13|11|01|180|1|5|G|0|N|5|28079058
26018|13|11|01|0|0|0|G|0|E|5|28079058
26020|13|11|01|84|1|3|G|0|E|5|28079058
26021|13|11|01|126|1|4|G|0|E|5|28079058
26022|13|11|01|516|3|12|G|0|N|5|28079058
26023|13|11|01|24|1|2|G|0|E|5|28079011
26024|13|11|01|66|1|2|G|0|E|5|28079011
26025|13|11|01|96|2|8|G|0|N|5|28079058
26026|13|11|01|36|1|2|G|0|E|5|28079024
26027|13|11|01|36|1|2|G|0|N|5|28079099
26028|13|11|01|12|0|1|G|0|N|5|28079015
26029|13|11|01|0|0|0|G|0|E|5|28079058
26030|13|11|01|24|1|2|G|0|N|5|28079099
26500|13|11|01|65|1|4|G|0|N|5|None
28043|13|11|01|0|0|0|G|0|N|1|28079011
36008|13|11|01|0|0|0|G|0|N|5|28079011
36009|13|11|01|72|1|6|G|0|N|5|28079011
36010|13|11|01|12|0|1|G|0|N|5|28079099
